GranuleUR,BeginningDateTime,EndingDateTime,WestBoundingCoordinate,NorthBoundingCoordinate,EastBoundingCoordinate,SouthBoundingCoordinate,TreeHeightMeasurementStatus,BreastHeightMeasurementStatus,BreastHeight,MinimumDiameterMeasured,StemMappedStatus,BreastHeightModeledStatus,DatasetStatus,DataFormat,Geolocated,AcquisitionType,PFTMODIS,WWFEcoregion,SpatialResolution,NumberOfPlots,PlotArea,SubplotSize,ProductionDateTime,SizeMBDataGranule,DayNightFlag
gedicalval_treedata_usa_neonserc_20200904_r03.csv,2015-09-28T00:00:00Z,2018-10-11T23:59:59Z,-76.5681765,38.90985822,-76.52384368,38.86850681,FALSE,TRUE,0.1,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees;Grass,Southeastern mixed forests;NA,NA,NA,NA,NA,2020-09-04T12:00:00Z,2.992524147,Unspecified
gedicalval_treedata_usa_neonsjer_20200924_r03.csv,2015-04-14T00:00:00Z,2016-12-05T23:59:59Z,-119.7600734,37.1288213,-119.7167028,37.07999076,FALSE,TRUE,0.15,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Grass;Deciduous Broadleaf trees;Evergreen Needleleaf trees,California interior chaparral and woodlands,NA,NA,NA,NA,2020-09-24T12:00:00Z,0.435902596,Unspecified
gedicalval_treedata_usa_neonsoap_20200924_r03.csv,2015-08-12T00:00:00Z,2018-06-20T23:59:59Z,-119.2819931,37.03552542,-119.251996,37.03051853,NA,TRUE,0.13,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Grass;Evergreen Needleleaf trees,Sierra Nevada forests,NA,NA,NA,NA,2020-09-24T12:00:00Z,1.069687843,Unspecified
gedicalval_treedata_usa_neonsrer_20200924_r03.csv,2016-01-08T00:00:00Z,2019-10-08T23:59:59Z,-110.9104504,31.91316971,-110.8186412,31.77218435,TRUE,TRUE,1.3,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Shrub;Grass,Sonoran desert;Chihuahuan desert,NA,NA,NA,NA,2020-09-24T12:00:00Z,0.057076454,Unspecified
gedicalval_treedata_usa_neonstei_20200904_r03.csv,2015-08-11T00:00:00Z,2018-09-18T23:59:59Z,-95.589126,45.83449335,-84.04780854,45.50331436,FALSE,TRUE,0.27,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,Western Great Lakes forests,NA,NA,NA,NA,2020-09-04T12:00:00Z,1.616481781,Unspecified
gedicalval_treedata_usa_neontall_20201028_r03.csv,2015-09-30T00:00:00Z,2017-12-07T23:59:59Z,-87.45461073,32.97784814,-87.38953832,32.88456782,FALSE,TRUE,0.15,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,Southeastern mixed forests,NA,NA,NA,NA,2020-10-28T12:00:00Z,2.230853081,Unspecified
gedicalval_treedata_usa_neonteak_20200924_r03.csv,2015-08-13T00:00:00Z,2015-10-20T23:59:59Z,-119.0163854,37.00912198,-119.0012766,36.99774603,NA,TRUE,0.3,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees,Sierra Nevada forests,NA,NA,NA,NA,2020-09-24T12:00:00Z,0.977903366,Unspecified
gedicalval_treedata_usa_neontree_20201028_r03.csv,2015-07-27T00:00:00Z,2018-10-18T23:59:59Z,-89.59430896,45.49847459,-89.55096517,45.47973043,FALSE,TRUE,0.03,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,Western Great Lakes forests,NA,NA,NA,NA,2020-10-28T12:00:00Z,3.504107475,Unspecified
gedicalval_treedata_usa_neonukfs_20201028_r03.csv,2015-08-15T00:00:00Z,2018-10-25T23:59:59Z,-95.20551352,39.05469146,-95.18574447,39.03151256,FALSE,TRUE,0.01,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,Central forest-grasslands transition,NA,NA,NA,NA,2020-10-28T12:00:00Z,3.31887722,Unspecified
gedicalval_treedata_usa_neonunde_20201028_r03.csv,2016-09-13T00:00:00Z,2018-10-08T23:59:59Z,-89.54342943,46.23650157,-89.53132659,46.22931442,FALSE,TRUE,0.02,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Deciduous Broadleaf trees,Western Great Lakes forests,NA,NA,NA,NA,2020-10-28T12:00:00Z,3.53439045,Unspecified
gedicalval_treedata_usa_neonwood_20200924_r03.csv,2014-09-23T00:00:00Z,2014-10-02T23:59:59Z,-99.2639856,47.14951955,-99.22514845,47.11840048,NA,FALSE,NA,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Grass;Cereal crops,Northern short grasslands,NA,NA,NA,NA,2020-09-24T12:00:00Z,0.033769608,Unspecified
gedicalval_treedata_usa_neonwref_20200924_r03.csv,2017-10-16T00:00:00Z,2017-11-01T23:59:59Z,-121.9666018,45.83164133,-121.9529862,45.82209667,FALSE,TRUE,1.15,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees,Central and Southern Cascades forests,NA,NA,NA,NA,2020-09-24T12:00:00Z,0.991354942,Unspecified
gedicalval_treedata_usa_neonyell_20200924_r03.csv,2018-05-14T00:00:00Z,2018-10-18T23:59:59Z,-110.6487586,44.97309905,-110.3949097,44.91586363,TRUE,TRUE,1.3,0.1,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Grass;Evergreen Needleleaf trees,South Central Rockies forests,NA,NA,NA,NA,2020-09-24T12:00:00Z,0.06078434,Unspecified
gedicalval_treedata_usa_pref_20201028_r03.csv,2011-06-08T00:00:00Z,2011-08-22T23:59:59Z,-116.8478416,48.37468154,-116.7352503,48.33616864,FALSE,TRUE,1.3716,0.0254,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees,North Central Rockies forests,NA,NA,NA,NA,2020-10-28T12:00:00Z,7.786827087,Unspecified
gedicalval_treedata_usa_pref_fia_20201028_r03.csv,2011-12-31T00:00:00Z,2011-12-31T23:59:59Z,-116.8360319,48.37453979,-116.7375511,48.3440162,TRUE,TRUE,1.3716,0.0254,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees,North Central Rockies forests,NA,NA,NA,NA,2020-10-28T12:00:00Z,9.250350952,Unspecified
gedicalval_treedata_usa_sierra_20201028_r03.csv,2008-01-01T00:00:00Z,2008-01-01T23:59:59Z,-122.4348301,36.98047089,-119.0221486,36.85081758,FALSE,TRUE,1.3,0.1,FALSE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees,Sierra Nevada forests,NA,NA,NA,NA,2020-10-28T12:00:00Z,4.512058258,Unspecified
gedicalval_treedata_usa_slatecreek_20201028_r03.csv,2008-12-31T00:00:00Z,2010-12-31T23:59:59Z,-116.1911687,45.71588316,-115.9755629,45.49424694,FALSE,TRUE,1.3716,0.00508,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees;Grass,South Central Rockies forests;Blue Mountains forests,NA,NA,NA,NA,2020-10-28T12:00:00Z,9.855079651,Unspecified
gedicalval_treedata_usa_sonoma_20201028_r03.csv,2014-04-22T00:00:00Z,2014-12-23T23:59:59Z,-128.7442273,38.65925722,-128.6991617,38.08606913,FALSE,TRUE,1.3,NA,FALSE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees;Deciduous Broadleaf trees;Grass;Evergreen Broadleaf trees;Urban and built-up,California interior chaparral and woodlands;Northern California coastal forests,NA,NA,NA,NA,2020-10-28T12:00:00Z,0.709550858,Unspecified
gedicalval_treedata_usa_stanley_20201028_r03.csv,2010-08-31T00:00:00Z,2010-08-31T23:59:59Z,-115.1613612,44.34538465,-115.0242097,44.26455883,TRUE,TRUE,1.3716,0.070104,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Grass;Evergreen Needleleaf trees,South Central Rockies forests,NA,NA,NA,NA,2020-10-28T12:00:00Z,3.519761086,Unspecified
gedicalval_treedata_usa_stjoe_20201028_r03.csv,2004-12-31T00:00:00Z,2004-12-31T23:59:59Z,-116.3522009,47.28867794,-116.0289725,47.13319182,FALSE,TRUE,1.3716,0.0127,TRUE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees,North Central Rockies forests,NA,NA,NA,NA,2020-10-28T12:00:00Z,67.18958569,Unspecified
gedicalval_treedata_usa_tepeecreek_20201028_r03.csv,2014-12-31T00:00:00Z,2014-12-31T23:59:59Z,-116.4114544,47.84053822,-116.1978039,47.74260067,FALSE,TRUE,1.3716,0.00508,FALSE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees,North Central Rockies forests,NA,NA,NA,NA,2020-10-28T12:00:00Z,3.914155006,Unspecified
gedicalval_treedata_usa_upperlolo_20201028_r03.csv,2007-12-31T00:00:00Z,2007-12-31T23:59:59Z,-115.7402841,46.43694846,-115.5648893,46.31557054,TRUE,TRUE,1.3716,0.00508,FALSE,NA,MAAP Standard Data Product,CSV,TRUE,In Situ Field,Evergreen Needleleaf trees,North Central Rockies forests,NA,NA,NA,NA,2020-10-28T12:00:00Z,2.375414848,Unspecified
